,date,comp,round,team,day,venue,result,gf,ga,xg,xga,poss,opponent_gf,opponent_ga,opponent_xg,opponent_xga,opponent_poss,attendance,captain,opponent_captain,home_team_formation,away_team_formation,referee,sh,sot,dist,fk,pk,pkatt,opponent_sh,opponent_sot,opponent_dist,opponent_fk,opponent_pk,opponent_pkatt,season,opponent,team_salary,opponent_team_salary,gf_last_4_games,ga_last_4_games,xga_last_4_games,avg_points_last_4_games,opponent_gf_last_4_games,opponent_ga_last_4_games,opponent_xga_last_4_games,opponent_avg_points_last_4_games,team_overall,team_attack,team_midfield,team_defense,opponent_overall,opponent_attack,opponent_midfield,opponent_defense,sh_last_4_games,sot_last_4_games,dist_last_4_games,fk_last_4_games,pk_last_4_games,pkatt_last_4_games,xg_last_4_games,poss_last_4_games,opponent_sh_last_4_games,opponent_sot_last_4_games,opponent_dist_last_4_games,opponent_fk_last_4_games,opponent_pk_last_4_games,opponent_pkatt_last_4_games,opponent_xg_last_4_games,opponent_poss_last_4_games,datetime,hour
221,01.04.2023,Bundesliga,Matchweek 26,FC Bayern München,Sat,Home,W,4,2,2.4,1.5,48,2,4,1.5,2.4,52,75000,Thomas Müller,Marco Reus,4-2-3-1,04.05.2001,Marco Fritz,16,9,16.5,0,0,0,9,3,17.2,0,1,1,2023,Borussia Dortmund,262470000,122520000,2.75,1.5,1.425,2.25,2.75,1,1.65,2.5,85,86,85,83,81,82,81,82,17,7.25,14.95,0.25,0,0,2.275,63.5,16,7.25,16.725,0.75,0.25,0.25,2.2,55.5,01.04.2023 18:30,18
222,15.04.2023,Bundesliga,Matchweek 28,FC Bayern München,Sat,Home,D,1,1,1.6,0.4,66,1,1,0.4,1.6,34,75000,Thomas Müller,Oliver Baumann,4-2-3-1,03.05.2002,Bastian Dankert,22,8,17.8,0,0,0,4,1,16.4,1,0,0,2023,TSG Hoffenheim,262470000,37810000,2.75,1.75,1.75,2.25,2,1,0.8,2.25,85,86,85,83,76,76,78,76,18,7.75,15.95,0.25,0,0,2.325,59.75,12,2.75,17.1,0.25,0.75,0.75,1.725,44.5,15.04.2023 15:30,15
223,30.04.2023,Bundesliga,Matchweek 30,FC Bayern München,Sun,Home,W,2,0,2.7,0.1,80,0,2,0.1,2.7,20,75000,Joshua Kimmich,Marvin Plattenhardt,4-2-3-1,04.04.2002,Patrick Ittrich,26,9,16.3,1,0,0,2,1,13.3,0,0,0,2023,Hertha BSC,262470000,33420000,1.75,1.5,1.125,1.75,1.25,2.75,1.85,0.25,85,86,85,83,74,74,75,73,17.75,6.75,16.2,0,0,0,2.35,63.5,11.25,3,18.975,0.5,0.25,0.25,1.375,44.75,30.04.2023 15:30,15
224,13.05.2023,Bundesliga,Matchweek 32,FC Bayern München,Sat,Home,W,6,0,5.3,0.4,62,0,6,0.4,5.3,38,75000,Thomas Müller,Danny Latza,4-1-4-1,4-2-3-1,Robert Schröder,24,12,16.5,1,1,1,8,0,20.9,0,0,0,2023,Schalke 04,262470000,35680000,1.5,1.25,0.7,1.75,2.5,2.25,1.55,2.25,85,86,85,83,72,73,72,72,18,5.75,15.775,0.25,0,0,1.9,71.75,14.25,7,18.25,1,0.25,0.25,1.75,51.5,13.05.2023 15:30,15
225,20.05.2023,Bundesliga,Matchweek 33,FC Bayern München,Sat,Home,L,1,3,1.6,2.8,60,3,1,2.8,1.6,40,75000,Thomas Müller,Willi Orban,4-2-3-1,4-2-2-2,Deniz Aytekin,17,5,18.3,0,0,0,12,5,20.2,0,2,2,2023,RB Leipzig,262470000,93420000,2.75,1,0.7,2.25,1,0.75,0.725,2.25,85,86,85,83,81,83,81,79,18.5,6.75,15.45,0.5,0.25,0.25,2.825,70.75,18.5,4.75,18.175,1.25,0,0,1.85,62,20.05.2023 18:30,18
226,27.08.2023,Bundesliga,Matchweek 2,FC Bayern München,Sun,Home,W,3,1,2.8,0.7,61,1,3,0.7,2.8,39,75000,Joshua Kimmich,Ermedin Demirović,4-2-3-1,4-2-2-2,Daniel Siebert,18,4,19,0,1,1,10,2,26.4,0,0,0,2024,FC Augsburg,255820000,24360000,4,0,0.6,3,4,4,1.7,1,84,90,84,83,74,76,74,75,25,10,19.1,1,0,0,2.8,72,19,6,19.1,1,1,1,2.3,56,27.08.2023 17:30,17
227,15.09.2023,Bundesliga,Matchweek 4,FC Bayern München,Fri,Home,D,2,2,2.1,2.1,51,2,2,2.1,2.1,49,75000,Thomas Müller,Lukáš Hrádecký,4-2-3-1,03.04.2003,Daniel Schlager,16,9,13.1,0,0,0,12,4,20.7,1,1,1,2024,Bayer 04 Leverkusen,255820000,64370000,3,0.666666667,0.533333333,3,3.666666667,1,0.966666667,3,84,90,84,83,82,82,83,81,22.66666667,7,17.7,0.333333333,0.333333333,0.333333333,2.666666667,66,20,10.33333333,17.36666667,0.333333333,0,0,2.3,58.66666667,15.09.2023 20:30,20
228,23.09.2023,Bundesliga,Matchweek 5,FC Bayern München,Sat,Home,W,7,0,4.8,0.1,62,0,7,0.1,4.8,38,75000,Joshua Kimmich,Anthony Losilla,4-2-3-1,03.05.2002,Robert Hartmann,25,14,14.7,0,1,1,4,1,25.4,0,0,0,2024,VfL Bochum 1848,255820000,18030000,2.75,1,0.925,2.5,1,2.25,1.7,0.75,84,90,84,83,73,73,74,72,21,7.5,16.55,0.25,0.25,0.25,2.525,62.25,16.5,5.5,17.975,0.75,0.25,0.25,1.35,46.75,23.09.2023 15:30,15
229,08.10.2023,Bundesliga,Matchweek 7,FC Bayern München,Sun,Home,W,3,0,2.4,0.1,69,0,3,0.1,2.4,31,75000,Thomas Müller,Vincenzo Grifo,4-2-3-1,04.04.2002,Robert Schröder,21,6,17.7,0,0,0,2,0,16.4,0,0,0,2024,SC Freiburg,255820000,21620000,3.25,1.25,0.8,2,1,2.25,1.35,1,84,90,84,83,76,77,76,76,19,8.5,15.975,0.25,0.5,0.5,2.9,60.75,10.25,3.5,16.675,0.25,0.25,0.25,0.875,49.5,08.10.2023 17:30,17
230,28.10.2023,Bundesliga,Matchweek 9,FC Bayern München,Sat,Home,W,8,0,5.8,0.7,54,0,8,0.7,5.8,46,75000,Manuel Neuer,Tobias Kempe,4-2-3-1,3-4-1-2,Martin Petersen,29,16,17.1,3,0,0,9,4,19.8,1,0,0,2024,Darmstadt 98,255820000,13230000,3.75,0.75,0.5,2.5,2,2.25,1.65,1.5,84,90,84,83,71,70,71,70,17.25,7.25,17.7,0.25,0.5,0.5,2.825,64.5,12.5,2.75,17.6,0,0.75,0.75,1.7,48.5,28.10.2023 15:30,15
231,11.11.2023,Bundesliga,Matchweek 11,FC Bayern München,Sat,Home,W,4,2,2,0.9,72,2,4,0.9,2,28,75000,Manuel Neuer,Patrick Mainka,4-2-3-1,4-1-4-1,Harm Osmers,19,8,13.8,0,0,0,8,2,12.3,0,0,0,2024,Heidenheim,255820000,10970000,4.5,0.25,0.725,3,1.25,2.25,2,0.75,84,90,84,83,72,74,72,72,19.25,8.75,16.075,0.75,0,0,3.3,59,12.5,3.5,17.3,0.25,0,0,1.075,47.25,11.11.2023 15:30,15
232,17.12.2023,Bundesliga,Matchweek 15,FC Bayern München,Sun,Home,W,3,0,2.8,0.4,38,0,3,0.4,2.8,62,75000,Manuel Neuer,Waldemar Anton,4-2-3-1,04.04.2002,Tobias Stieler,17,8,14.3,1,0,0,6,2,17,0,0,0,2024,VfB Stuttgart,255820000,28080000,2.5,1.75,0.85,2.25,1.75,0.75,1,2.5,84,90,84,83,77,80,75,76,18.5,6,13.4,0,0,0,2.7,63.75,17.75,6.75,16.95,0.25,0.5,0.75,3.15,53,17.12.2023 19:30,19
233,12.01.2024,Bundesliga,Matchweek 17,FC Bayern München,Fri,Home,W,3,0,2.8,1.2,61,0,3,1.2,2.8,39,75000,Manuel Neuer,Oliver Baumann,4-2-3-1,3-1-4-2,Benjamin Brand,27,11,17.6,0,0,0,11,4,18.2,0,0,0,2024,TSG Hoffenheim,255820000,48590000,1.75,1.5,0.55,2.25,2,2.25,1.675,1,84,90,84,83,76,76,77,75,19.75,5.75,14.95,0.75,0,0,2.725,57.75,14.5,4.75,15.825,0.5,0.25,0.25,1.8,45.25,12.01.2024 20:30,20
234,21.01.2024,Bundesliga,Matchweek 18,FC Bayern München,Sun,Home,L,0,1,1.9,0.4,68,1,0,0.4,1.9,32,75000,Manuel Neuer,Marco Friedl,4-2-3-1,03.05.2002,Marco Fritz,22,7,15.6,1,0,0,8,3,17.3,0,0,0,2024,Werder Bremen,255820000,28780000,2.25,1.5,0.8,2.25,1.5,1,1.125,1.5,84,90,84,83,74,72,74,73,21.25,7.5,16.175,0.75,0,0,2.55,56,13.25,3.5,15.875,0.25,0,0,1.35,48.5,21.01.2024 15:30,15
235,24.01.2024,Bundesliga,Matchweek 13,FC Bayern München,Wed,Home,W,1,0,2.1,0.2,72,0,1,0.2,2.1,28,75000,Manuel Neuer,Christopher Trimmel,4-2-3-1,05.03.2002,Frank Willenborg,22,10,16.6,0,0,0,4,1,19.3,0,0,0,2024,FC Union Berlin,255820000,31250000,2,0.5,0.575,2.25,1.25,1,1.625,1.75,84,90,84,83,76,75,75,76,21.75,8.25,16.35,1,0,0,2.5,57,11,4,15.35,0.25,0.25,0.25,1.2,43,24.01.2024 20:30,20
236,03.02.2024,Bundesliga,Matchweek 20,FC Bayern München,Sat,Home,W,3,1,2.1,1,55,1,3,1,2.1,45,75000,Manuel Neuer,Julian Weigl,4-2-3-1,4-1-4-1,Tobias Stieler,20,6,17.9,1,0,0,11,2,22.4,0,0,0,2024,Borussia Mönchengladbach,255820000,51480000,1.75,0.75,1.1,2.25,1.25,1.25,1.625,1,84,90,84,83,76,75,77,75,21,8,16,0.25,0,0,2.275,64.75,9.25,3.25,17.9,0,0,0,1.05,36.5,03.02.2024 15:30,15
237,24.02.2024,Bundesliga,Matchweek 23,FC Bayern München,Sat,Home,W,2,1,1.5,0.9,57,1,2,0.9,1.5,43,75000,Manuel Neuer,Willi Orban,4-2-3-1,4-2-2-2,Sascha Stegemann,16,4,16.3,0,0,0,11,6,20.5,0,0,0,2024,RB Leipzig,255820000,101040000,2,2.25,1.65,1.5,2,1.75,1.025,1.75,84,90,84,83,80,81,80,80,17.25,5,15.975,0.25,0,0,2.075,60.5,11,5.75,17,0.25,0,0.25,1.125,54.75,24.02.2024 18:30,18
238,09.03.2024,Bundesliga,Matchweek 25,FC Bayern München,Sat,Home,W,8,1,6.2,0.8,59,1,8,0.8,6.2,41,75000,Manuel Neuer,Silvan Widmer,4-2-3-1,03.04.2003,Patrick Ittrich,24,11,11.6,0,0,0,14,2,20.2,1,0,0,2024,FSV Mainz 05,255820000,28540000,1.5,2.25,1.35,1,1,1.5,1.25,1,84,90,84,83,75,74,75,74,18,5.25,15.675,0,0,0,1.8,62,16.5,4.25,18.275,0.5,0,0.25,1.4,40.25,09.03.2024 15:30,15
239,30.03.2024,Bundesliga,Matchweek 27,FC Bayern München,Sat,Home,L,0,2,1.5,0.9,61,2,0,0.9,1.5,39,75000,Thomas Müller,Emre Can,4-2-3-1,04.03.2003,Harm Osmers,17,1,13.9,0,0,0,11,5,17.7,0,0,0,2024,Borussia Dortmund,255820000,126600000,4.25,1.5,1.1,2.5,2.25,1.25,1.3,2.25,84,90,84,83,81,81,82,81,21.75,7,14.275,0,0,0,3.275,63.5,15.5,6,17.425,0.5,0.25,0.25,1.75,62.5,30.03.2024 18:30,18
240,13.04.2024,Bundesliga,Matchweek 29,FC Bayern München,Sat,Home,W,2,0,2.2,0.9,69,0,2,0.9,2.2,31,75000,Thomas Müller,Florian Kainz,4-2-3-1,04.04.2002,Frank Willenborg,16,6,14.9,0,0,0,11,5,18.5,0,0,0,2024,FC Köln,255820000,21880000,3.75,2,1.075,1.5,1.75,2.5,1.975,1.25,84,90,84,83,73,73,72,72,20.75,6.25,13.625,0,0,0,3.3,65.75,13.5,4,17.25,0.25,0,0,1.025,43.75,13.04.2024 15:30,15
241,27.04.2024,Bundesliga,Matchweek 31,FC Bayern München,Sat,Home,W,2,1,3.3,0.5,62,1,2,0.5,3.3,38,75000,Manuel Neuer,Kevin Trapp,4-2-3-1,03.05.2002,Daniel Schlager,19,7,17.8,0,1,1,10,3,22.6,0,0,0,2024,Eintracht Frankfurt,255820000,36330000,2.25,1.5,1.15,1.5,1,1.25,1.2,1.25,84,90,84,83,77,76,77,77,16.75,5.75,14.925,0.25,0,0,1.75,65,15.5,4.5,17.475,0.5,0,0,1.375,60,27.04.2024 15:30,15
242,12.05.2024,Bundesliga,Matchweek 33,FC Bayern München,Sun,Home,W,2,0,0.3,0.2,59,0,2,0.2,0.3,41,75000,Manuel Neuer,Maximilian Arnold,4-2-3-1,04.04.2002,Bastian Dankert,6,3,17.7,1,0,0,5,2,32.6,0,0,0,2024,VfL Wolfsburg,255820000,54830000,2.5,1.25,1.15,2.25,1.5,1,1.3,2.25,84,90,84,83,76,76,77,74,15.75,6,16.575,0.25,0.5,0.5,2.15,58.25,13,4.75,20.525,0.75,0,0,0.975,49.5,12.05.2024 17:30,17
243,01.09.2024,Bundesliga,Matchweek 2,FC Bayern München,Sun,Home,W,2,0,1.5,1,66,0,2,1,1.5,34,75000,Manuel Neuer,Christian Günter,4-1-4-1,4-2-3-1,Christian Dingert,11,2,16,0,1,1,8,3,26.8,0,0,1,2025,SC Freiburg,270230000,23530000,3,2,1.9,3,3,1,0.4,3,84,90,83,82,76,78,76,77,15,8,11.1,0,0,0,2.4,70,16,5,16.4,1,0,0,2.1,33,01.09.2024 17:30,17
244,21.08.2021,Bundesliga,Matchweek 2,VfL Bochum 1848,Sat,Home,W,2,0,0.8,0.9,42,0,2,0.9,0.8,58,12548,Anthony Losilla,Moussa Niakhate,4-2-3-1,03.05.2002,Patrick Ittrich,8,4,17,1,0,0,15,3,19.7,0,0,0,2022,FSV Mainz 05,13510000,17180000,0,1,2,0,1,0,1.1,3,72,72,71,73,74,74,74,75,7,1,20,0,0,0,0.4,40,8,2,11,0,0,0,1.2,30,21.08.2021 15:30,15
245,12.09.2021,Bundesliga,Matchweek 4,VfL Bochum 1848,Sun,Home,L,1,3,1.2,0.3,66,3,1,0.3,1.2,34,14000,Anthony Losilla,Dedryck Boyata,4-2-3-1,03.04.2003,Robert Schröder,18,5,25.2,4,0,0,5,4,27.7,0,0,0,2022,Hertha BSC,13510000,31800000,1,1,2.033333333,1,0.666666667,3.333333333,1.8,0,72,72,71,73,74,74,75,74,8.666666667,2,18.23333333,0.666666667,0,0,0.6,37.33333333,9.666666667,4,18.73333333,0.666666667,0.333333333,0.333333333,1.133333333,39.66666667,12.09.2021 17:30,17
246,26.09.2021,Bundesliga,Matchweek 6,VfL Bochum 1848,Sun,Home,D,0,0,0.8,0.3,44,0,0,0.3,0.8,56,15300,Anthony Losilla,Wataru Endo,4-2-3-1,4-1-4-1,Christian Dingert,15,4,22.1,1,0,0,8,3,23.7,1,0,0,2022,VfB Stuttgart,13510000,14730000,1,3,2.5,0.75,1,2.75,1.85,0.25,72,72,71,73,74,74,74,74,10.5,2.5,19.2,1.5,0,0,0.75,42.25,13.5,5.25,17.3,0.5,0,0,1.35,54.5,26.09.2021 15:30,15
247,24.10.2021,Bundesliga,Matchweek 9,VfL Bochum 1848,Sun,Home,W,2,0,2.1,1.6,41,0,2,1.6,2.1,59,19510,Anthony Losilla,Makoto Hasebe,04.03.2003,3-4-1-2,Marco Fritz,19,7,18.1,0,0,0,15,5,18.7,1,0,1,2022,Eintracht Frankfurt,13510000,35850000,0.25,2.5,2.475,1,1.25,1.25,1.525,1.25,72,72,71,73,76,76,77,75,9.75,2,17.55,0.25,0,0,1.075,40,8,3,21.85,0.25,0.25,0.25,0.9,43,24.10.2021 19:30,19
248,06.11.2021,Bundesliga,Matchweek 11,VfL Bochum 1848,Sat,Home,W,2,0,2.9,0.6,38,0,2,0.6,2.9,62,19600,Anthony Losilla,Oliver Baumann,04.03.2003,3-1-4-2,Frank Willenborg,11,4,23.5,1,0,1,10,1,22.8,0,0,0,2022,TSG Hoffenheim,13510000,40270000,1,1.25,1.875,1.5,2,1.75,1.15,1.5,72,72,71,73,77,78,76,76,12.5,3.75,16.1,0.25,0,0,1.5,40.25,12.25,4.25,14.575,0.25,0,0,1.575,50.75,06.11.2021 15:30,15
249,27.11.2021,Bundesliga,Matchweek 13,VfL Bochum 1848,Sat,Home,W,2,1,1.1,2.2,41,1,2,2.2,1.1,59,19700,Anthony Losilla,Christian Günter,04.03.2003,4-4-1-1,Patrick Ittrich,13,6,23.3,0,0,0,21,11,13.5,0,0,0,2022,SC Freiburg,13510000,11180000,1.25,0.75,1.45,1.5,1.5,1.25,1.525,1.5,72,72,71,73,75,73,74,76,15.75,5.5,19.6,1,0,0.25,1.65,39.75,14,3.75,18.075,0.75,0.25,0.25,1.35,48.25,27.11.2021 15:30,15
250,11.12.2021,Bundesliga,Matchweek 15,VfL Bochum 1848,Sat,Home,D,1,1,0.9,2.3,33,1,1,2.3,0.9,67,13799,Anthony Losilla,Marco Reus,4-1-4-1,4-2-3-1,Matthias Jöllenbeck,4,2,16.5,0,1,1,20,6,14.2,0,0,0,2022,Borussia Dortmund,13510000,90190000,1.75,1,1.85,2.25,2,1.75,2.3,1.5,72,72,71,73,81,83,81,81,14.25,5.75,21.95,0.75,0,0.25,1.725,43,14.5,4.75,18.4,0.75,0.25,0.25,1.65,53.75,11.12.2021 15:30,15
251,18.12.2021,Bundesliga,Matchweek 17,VfL Bochum 1848,Sat,Home,L,0,1,1.1,0.8,55,1,0,0.8,1.1,45,13500,Anthony Losilla,Christopher Trimmel,04.03.2003,3-4-1-2,Tobias Reichel,13,3,17.7,1,0,0,9,3,15.1,0,0,0,2022,FC Union Berlin,13510000,19780000,1.5,1.5,2.025,1.75,0.75,1,1.15,1,72,72,71,73,73,74,73,74,8.5,4.25,18.85,0.25,0.25,0.25,1.25,42.75,13.75,4.25,16.85,0,0.25,0.25,1.65,50.25,18.12.2021 15:30,15
252,09.01.2022,Bundesliga,Matchweek 18,VfL Bochum 1848,Sun,Home,W,1,0,0.9,0.4,50,0,1,0.4,0.9,50,0,Anthony Losilla,Koen Casteels,04.03.2003,03.04.2003,Daniel Schlager,12,3,18.3,0,0,0,12,3,22.9,0,0,0,2022,VfL Wolfsburg,13510000,61530000,1,1.5,1.675,1,0.5,3,2.275,0,72,72,71,73,77,77,78,76,8.5,3.5,17.45,0.5,0.25,0.25,1.25,46.25,15.25,2.75,17.475,1,0,0,1.4,46.75,09.01.2022 17:30,17
253,22.01.2022,Bundesliga,Matchweek 20,VfL Bochum 1848,Sat,Home,D,2,2,1.8,1.1,54,2,2,1.1,1.8,46,750,Anthony Losilla,Jonas Hector,04.03.2003,4-1-3-2,Matthias Jöllenbeck,17,7,17.9,0,0,0,8,3,14.2,0,0,0,2022,FC Köln,13510000,28560000,0.25,1,0.9,0.75,1.75,1.75,1.825,2.25,72,72,71,73,75,76,75,74,10.25,3,16.9,0.5,0,0.25,1.1,50.25,13.25,4.75,15.475,0.25,0,0,1.825,52,22.01.2022 18:30,18
254,12.02.2022,Bundesliga,Matchweek 22,VfL Bochum 1848,Sat,Home,W,4,2,1.4,1.9,36,2,4,1.9,1.4,64,10000,Anthony Losilla,Thomas Müller,04.03.2003,4-2-3-1,Robert Schröder,10,5,19.5,0,1,1,21,4,17.4,2,0,0,2022,FC Bayern München,13510000,237110000,1,1,0.9,1.25,3,1.25,1.25,2.25,72,72,71,73,84,92,85,82,12.5,4,17.225,0,0,0.25,1.325,49.75,23.5,10,15.95,0.5,0,0,3.45,60.25,12.02.2022 15:30,15
255,27.02.2022,Bundesliga,Matchweek 24,VfL Bochum 1848,Sun,Home,L,0,1,0.8,0.7,51,1,0,0.7,0.8,49,10000,Anthony Losilla,Péter Gulácsi,04.03.2003,3-4-1-2,Felix Brych,14,1,18.7,0,0,0,6,1,15.4,0,0,0,2022,RB Leipzig,13510000,52400000,2,1.5,1.15,1.5,3.25,1.25,1.45,2.25,72,72,71,73,80,82,81,79,12,4.5,19.3,0,0.5,0.5,1.575,45.75,11.5,5.75,17.375,0.75,0.25,0.25,1.975,52.25,27.02.2022 15:30,15
256,05.03.2022,Bundesliga,Matchweek 25,VfL Bochum 1848,Sat,Home,W,2,1,1.6,0.7,45,1,2,0.7,1.6,55,19800,Anthony Losilla,Branimir Hrgota,04.03.2003,4-1-2-1-2,Daniel Schlager,14,7,18.8,1,0,0,9,2,13.9,1,0,0,2022,SpVgg Greuther Fürth,13510000,12700000,1.5,1.25,1.05,1.25,1.25,2.5,1.725,1,72,72,71,73,71,70,70,70,11.25,3,19.5,0,0.5,0.5,1.325,45,11,3.75,17.625,0.75,0.5,0.5,1.25,36.75,05.03.2022 15:30,15
257,18.03.2022,Bundesliga,Matchweek 27,VfL Bochum 1848,Fri,Home,L,0,2,,,51,2,0,,,49,0,Anthony Losilla,Yann Sommer,04.03.2003,03.04.2003,Benjamin Cortus,16,7,,,0,0,8,5,,,0,0,2022,Borussia Mönchengladbach,13510000,45180000,1,1.25,1.1,1,1.5,2.75,2.05,1,72,72,71,73,78,78,77,79,11.5,4,18.775,0.25,0.25,0.25,1.375,47,13.5,5.25,14.675,0,0.25,0.25,1.5,53,18.03.2022 20:30,20
258,10.04.2022,Bundesliga,Matchweek 29,VfL Bochum 1848,Sun,Home,D,0,0,0.7,1.4,41,0,0,1.4,0.7,59,25000,Anthony Losilla,Lukáš Hrádecký,4-2-3-1,4-2-3-1,Felix Zwayer,12,2,14.8,0,0,0,9,2,19.8,0,0,1,2022,Bayer 04 Leverkusen,13510000,47660000,1.25,1.5,1.5,1.5,1.25,0.75,1,1.75,72,72,71,73,79,83,79,78,14.5,6.25,17.36666667,0.333333333,0,0,1.6,46.25,14.5,4,16.375,1,0,0,1.75,51.25,10.04.2022 15:30,15
259,24.04.2022,Bundesliga,Matchweek 31,VfL Bochum 1848,Sun,Home,L,0,2,1.1,1.9,59,2,0,1.9,1.1,41,23500,Anthony Losilla,Jeffrey Gouweleeuw,04.03.2003,03.04.2003,Bastian Dankert,18,3,21,2,0,0,11,4,16.9,0,1,1,2022,FC Augsburg,13510000,24000000,0.5,1.5,1.866666667,1,1.25,0.75,1.375,1.5,72,72,71,73,74,73,74,74,14.75,4.5,18.06666667,0,0,0,1.066666667,43,10.5,2.5,18.85,0.75,0.25,0.25,1.15,42.25,24.04.2022 15:30,15
260,06.05.2022,Bundesliga,Matchweek 33,VfL Bochum 1848,Fri,Home,W,2,1,2.1,0.8,60,1,2,0.8,2.1,40,25000,Anthony Losilla,Manuel Prietl,04.03.2003,04.04.2002,Robert Schröder,17,9,16.4,1,0,0,14,4,21.1,0,0,0,2022,DSC Arminia Bielefeld,13510000,9880000,1,2,2.375,1,0.5,2.75,2.05,0.25,72,72,71,73,72,71,72,73,12.75,3.25,18.175,0.5,0.25,0.25,0.95,42.25,8.75,2.75,19.175,0.5,0,0,0.55,43,06.05.2022 20:30,20
261,06.08.2022,Bundesliga,Matchweek 1,VfL Bochum 1848,Sat,Home,L,1,2,0.9,1.4,59,2,1,1.4,0.9,41,24110,Anthony Losilla,Robin Zentner,4-2-3-1,05.04.2001,Felix Zwayer,16,3,25.1,2,0,0,13,6,17.5,1,0,0,2023,FSV Mainz 05,15700000,21350000,0,0,0,0,0,0,0,0,73,73,72,73,75,76,75,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06.08.2022 15:30,15
262,21.08.2022,Bundesliga,Matchweek 3,VfL Bochum 1848,Sun,Home,L,0,7,0.7,2.9,36,7,0,2.9,0.7,64,26000,Anthony Losilla,Manuel Neuer,04.04.2002,04.04.2002,Daniel Siebert,13,7,17,0,0,0,21,11,18.3,1,1,1,2023,FC Bayern München,15700000,262470000,1.5,2.5,2,0,4,0.5,0.7,3,73,73,72,73,85,86,85,83,13.5,4,21.65,1.5,0,0,1.2,50,23.5,9,17.5,0.5,0,0,3,65.5,21.08.2022 17:30,17
263,03.09.2022,Bundesliga,Matchweek 5,VfL Bochum 1848,Sat,Home,L,0,2,0.8,2,50,2,0,2,0.8,50,25800,Anthony Losilla,Marco Friedl,4-2-3-1,03.05.2002,Robert Schröder,19,5,19.6,0,0,0,15,6,18.9,1,1,1,2023,Werder Bremen,15700000,23590000,0.75,3.25,2.7,0,2.5,2.5,1.175,1.25,73,73,72,73,73,76,71,74,13.75,5,18.9,0.75,0,0,1.075,47,9.5,4.25,18.725,0.25,0.25,0.25,1.1,50,03.09.2022 15:30,15
264,18.09.2022,Bundesliga,Matchweek 7,VfL Bochum 1848,Sun,Home,D,1,1,0.2,2.1,35,1,1,2.1,0.2,65,25800,Anthony Losilla,Jonas Hector,4-2-3-1,4-2-3-1,Bastian Dankert,7,0,26.4,0,0,0,18,3,15.3,0,0,0,2023,FC Köln,15700000,21380000,0.25,3.25,2.575,0,1.25,1,1.375,1.25,73,73,72,73,74,71,75,73,14.25,4.75,17.1,0,0,0,0.95,48.25,9.25,2.5,16.725,0,0.25,0.25,1.05,52.75,18.09.2022 17:30,17
265,08.10.2022,Bundesliga,Matchweek 9,VfL Bochum 1848,Sat,Home,W,3,0,0.6,0.9,46,0,3,0.9,0.6,54,24850,Anthony Losilla,Kevin Trapp,4-2-3-1,4-2-2-2,Martin Petersen,11,5,18.9,1,0,0,12,2,24.1,0,0,0,2023,Eintracht Frankfurt,15700000,33960000,0.5,2.5,2.375,0.25,2.25,0.5,0.8,2.25,73,73,72,73,78,79,77,76,9.5,2,18.55,0,0,0,0.55,42.5,12.25,5,18.75,1,0.25,0.25,1.4,49.25,08.10.2022 15:30,15
266,23.10.2022,Bundesliga,Matchweek 11,VfL Bochum 1848,Sun,Home,W,2,1,1.1,1,47,1,2,1,1.1,53,25460,Anthony Losilla,Christopher Trimmel,04.03.2003,03.05.2002,Deniz Aytekin,9,5,15,0,0,0,7,2,22.8,0,0,1,2023,FC Union Berlin,15700000,20430000,1.25,2.25,2.275,1,1.25,0.5,0.725,2.25,73,73,72,73,75,75,74,75,8.75,2.75,19,0.25,0,0,0.625,40.75,13.75,4.5,16.925,0,0,0,1.25,43.25,23.10.2022 15:30,15
267,08.11.2022,Bundesliga,Matchweek 14,VfL Bochum 1848,Tue,Home,W,2,1,2,0.8,46,1,2,0.8,2,54,25900,Anthony Losilla,Christoph Kramer,4-2-3-1,4-2-3-1,Daniel Schlager,13,4,18.7,0,0,0,8,2,15.3,0,0,0,2023,Borussia Mönchengladbach,15700000,47800000,0.75,3,1.675,0.75,1.75,2,1.425,1,73,73,72,73,77,80,78,76,10.25,3.25,18.025,0,0,0,0.95,46.75,9,4.25,17.175,0.5,0,0,0.925,51.5,08.11.2022 20:30,20
268,21.01.2023,Bundesliga,Matchweek 16,VfL Bochum 1848,Sat,Home,W,3,1,1.6,0.9,49,1,3,0.9,1.6,51,26000,Anthony Losilla,Lucas Tousart,04.03.2003,4-2-3-1,Martin Petersen,10,3,18.2,1,0,0,11,2,15.5,1,0,0,2023,Hertha BSC,15700000,33420000,0.75,2,1.625,1.5,1.25,1.5,1.75,0.75,73,73,72,73,74,74,75,73,10.25,2.75,19.025,0,0,0,1.05,45,10.5,4,18.45,0.25,0.25,0.25,1.025,41,21.01.2023 15:30,15
269,04.02.2023,Bundesliga,Matchweek 19,VfL Bochum 1848,Sat,Home,W,5,2,2.7,0.9,46,2,5,0.9,2.7,54,23700,Anthony Losilla,Oliver Baumann,4-2-3-1,3-4-1-2,Bastian Dankert,16,10,16,0,0,0,9,4,15,0,0,0,2023,TSG Hoffenheim,15700000,37810000,1.5,2,1.725,1.5,1.25,2.75,1.525,0.25,73,73,72,73,76,76,78,76,11.75,3,18.3,0.5,0,0,1.225,49.25,16,5.5,16.175,1,0,0,1.55,52,04.02.2023 15:30,15
