,date,comp,round,team,day,venue,result,gf,ga,xg,xga,poss,opponent_gf,opponent_ga,opponent_xg,opponent_xga,opponent_poss,attendance,captain,opponent_captain,home_team_formation,away_team_formation,referee,sh,sot,dist,fk,pk,pkatt,opponent_sh,opponent_sot,opponent_dist,opponent_fk,opponent_pk,opponent_pkatt,season,opponent,team_salary,opponent_team_salary,gf_last_4_games,ga_last_4_games,xga_last_4_games,avg_points_last_4_games,opponent_gf_last_4_games,opponent_ga_last_4_games,opponent_xga_last_4_games,opponent_avg_points_last_4_games,team_overall,team_attack,team_midfield,team_defense,opponent_overall,opponent_attack,opponent_midfield,opponent_defense,sh_last_4_games,sot_last_4_games,dist_last_4_games,fk_last_4_games,pk_last_4_games,pkatt_last_4_games,xg_last_4_games,poss_last_4_games,opponent_sh_last_4_games,opponent_sot_last_4_games,opponent_dist_last_4_games,opponent_fk_last_4_games,opponent_pk_last_4_games,opponent_pkatt_last_4_games,opponent_xg_last_4_games,opponent_poss_last_4_games,datetime,hour
984,09.11.2022,Bundesliga,Matchweek 14,Schalke 04,Wed,Home,W,1,0,1.5,0.8,45,0,1,0.8,1.5,55,58256,Simon Terodde,Robin Zentner,4-2-3-1,03.05.2002,Tobias Reichel,14,4,17,1,0,0,11,1,13.5,1,0,0,2023,FSV Mainz 05,35680000,21350000,0.5,2.25,1.825,0,2.25,2.25,1.425,1.5,72,73,72,72,75,76,75,74,13.75,2.5,18.3,0.5,0,0,0.825,49.25,13.5,4.5,16.85,0.25,0.25,0.5,1.55,43.75,09.11.2022 20:30,20
985,12.11.2022,Bundesliga,Matchweek 15,Schalke 04,Sat,Home,L,0,2,0.8,1.9,32,2,0,1.9,0.8,68,62271,Simon Terodde,Manuel Neuer,4-2-3-1,4-2-3-1,Felix Zwayer,7,2,18.3,0,0,0,21,6,18.7,0,0,0,2023,FC Bayern München,35680000,262470000,0.75,1.5,1.225,0.75,4.25,1.25,1.375,3,72,73,72,72,85,86,85,83,13.5,3,18.1,0.5,0,0,1.025,47.75,19.5,8.5,15.175,0.25,0,0.5,2.95,65,12.11.2022 18:30,18
986,24.01.2023,Bundesliga,Matchweek 17,Schalke 04,Tue,Home,L,1,6,0.7,2.7,43,6,1,2.7,0.7,57,56841,Danny Latza,Willi Orban,4-1-4-1,4-2-2-2,Benjamin Cortus,9,1,24,1,0,0,21,14,15.7,0,0,0,2023,RB Leipzig,35680000,93420000,0.5,1.75,1.225,0.75,2.25,1,0.675,2.5,72,73,72,72,81,83,81,79,14.75,3.25,17.075,0.75,0,0,1.375,47.25,14,5.25,17.925,0.5,0.25,0.25,1.75,53.75,24.01.2023 18:30,18
987,29.01.2023,Bundesliga,Matchweek 18,Schalke 04,Sun,Home,D,0,0,1.2,0.3,54,0,0,0.3,1.2,46,61571,Danny Latza,Jonas Hector,4-2-3-1,4-1-3-2,Matthias Jöllenbeck,17,2,18.4,0,0,0,6,0,15.7,0,0,0,2023,FC Köln,35680000,21380000,0.5,2.75,1.65,0.75,2.25,1.5,1.225,1,72,73,72,72,74,71,75,73,12.25,2.75,18.4,0.75,0,0,1.2,44.25,11.75,4.5,14.1,0.5,0,0,1.75,45.75,29.01.2023 15:30,15
988,10.02.2023,Bundesliga,Matchweek 20,Schalke 04,Fri,Home,D,0,0,1.3,1.3,53,0,0,1.3,1.3,47,60836,Cédric Brunner,Maximilian Arnold,4-2-3-1,4-2-3-1,Benjamin Brand,20,5,18.3,1,0,0,7,2,15.5,0,0,1,2023,VfL Wolfsburg,35680000,44540000,0.25,2.25,1.325,0.5,3.5,1.5,0.95,1.5,72,73,72,72,76,76,77,76,16,3,19.375,0.75,0,0,1.175,50,14.5,5.75,16.725,0.75,0.5,0.5,2.175,55,10.02.2023 20:30,20
989,25.02.2023,Bundesliga,Matchweek 22,Schalke 04,Sat,Home,W,2,1,1.5,1.2,35,1,2,1.2,1.5,65,62271,Maya Yoshida,Wataru Endo,4-2-3-1,04.03.2003,Deniz Aytekin,12,6,13.9,2,0,0,17,5,18.5,0,0,0,2023,VfB Stuttgart,35680000,16100000,0,0,0.9,1,1.25,1.5,1,0.75,72,73,72,72,74,72,75,75,16,3.25,18.475,0.5,0,0,0.975,49.75,15,4.5,18.425,0.75,0.25,0.25,1.4,49,25.02.2023 18:30,18
990,11.03.2023,Bundesliga,Matchweek 24,Schalke 04,Sat,Home,D,2,2,1.5,2,35,2,2,2,1.5,65,61571,Maya Yoshida,Mats Hummels,4-2-3-1,04.03.2003,Marco Fritz,10,4,23.1,0,0,0,20,8,18,1,0,0,2023,Borussia Dortmund,35680000,122520000,1,0.25,1.175,2,2.25,0.5,1.3,3,72,73,72,72,81,82,81,82,12.5,4,17.125,0.75,0,0,0.95,43.25,15.5,6.75,17.1,0.5,0.25,0.25,2.125,52,11.03.2023 18:30,18
991,01.04.2023,Bundesliga,Matchweek 26,Schalke 04,Sat,Home,L,0,3,1.1,2.7,48,3,0,2.7,1.1,52,62271,Maya Yoshida,Lukáš Hrádecký,4-2-3-1,03.04.2003,Deniz Aytekin,12,3,19.3,3,0,0,18,9,17.5,1,0,0,2023,Bayer 04 Leverkusen,35680000,57330000,1.75,1,1.2,2,2.5,1.25,1.175,2.5,72,73,72,72,79,81,78,80,11.25,4.5,17.925,0.5,0.25,0.25,1.35,41.5,14,5.25,18.95,0.5,0.5,0.5,1.7,50.75,01.04.2023 15:30,15
992,14.04.2023,Bundesliga,Matchweek 28,Schalke 04,Fri,Home,W,5,2,2.2,1.6,51,2,5,1.6,2.2,49,61981,Danny Latza,Marvin Plattenhardt,4-2-3-1,03.05.2002,Felix Brych,14,6,19,2,0,0,11,5,18.6,0,0,0,2023,Hertha BSC,35680000,33420000,0.75,2,1.8,0.5,0.75,1.5,1.575,0.5,72,73,72,72,74,74,75,73,11.5,3.5,18.225,0.75,0.25,0.25,1.275,48.5,10.5,2.75,17.525,0.75,0.25,0.25,1.2,42.25,14.04.2023 20:30,20
993,29.04.2023,Bundesliga,Matchweek 30,Schalke 04,Sat,Home,W,2,1,1.6,1.2,57,1,2,1.2,1.6,43,61981,Simon Terodde,Marco Friedl,4-2-3-1,03.05.2002,Bastian Dankert,19,10,16.4,2,0,0,10,1,20.8,2,0,0,2023,Werder Bremen,35680000,23590000,1.25,2.75,2.15,0.75,2,2,1.35,1,72,73,72,72,73,76,71,74,11.5,3.75,18.175,1.25,0,0,1.075,52,11.75,4.25,17.3,0.5,0,0,1.375,50.5,29.04.2023 18:30,18
994,20.05.2023,Bundesliga,Matchweek 33,Schalke 04,Sat,Home,D,2,2,1,1.6,50,2,2,1.6,1,50,61575,Simon Terodde,Sebastian Rode,4-2-3-1,03.04.2003,Daniel Schlager,11,4,15.7,1,0,0,6,2,14.5,0,0,0,2023,Eintracht Frankfurt,35680000,33960000,1.25,3.25,2.475,1.5,1.25,2,1.25,1,72,73,72,72,78,79,77,76,12.75,5.5,18.725,0.5,0.25,0.25,1.3,48.25,13,3.5,17.225,0,0.25,0.25,1.4,56.75,20.05.2023 15:30,15
995,25.08.2024,Bundesliga,Matchweek 1,St. Pauli,Sun,Home,L,0,2,1.2,1.1,60,2,0,1.1,1.2,40,29157,Jackson Irvine,Patrick Mainka,03.05.2002,4-2-3-1,,11,3,18.5,1,0,0,5,3,17,1,0,0,2025,Heidenheim,12300000,13700000,0,0,0,0,0,0,0,0,70,70,71,70,72,71,71,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.08.2024 17:30,17
996,22.09.2024,Bundesliga,Matchweek 4,St. Pauli,Sun,Home,D,0,0,1.3,0.7,31,0,0,0.7,1.3,69,29251,Jackson Irvine,Willi Orban,03.04.2003,04.04.2002,Robert Hartmann,17,4,14,0,0,0,10,5,15.4,0,0,0,2025,RB Leipzig,12300000,100370000,0.333333333,2,1.633333333,0,1.333333333,0.666666667,1.266666667,2.333333333,70,70,71,70,80,81,80,80,10,2.333333333,18.13333333,0.333333333,0,0,0.733333333,59,11.66666667,3,18.13333333,0.333333333,0,0.333333333,1.233333333,55.66666667,22.09.2024 19:30,19
997,19.09.2020,Bundesliga,Matchweek 1,VfB Stuttgart,Sat,Home,L,2,3,2.6,1.9,63,3,2,1.9,2.6,37,7123,Gonzalo Castro,Christian Günter,3-1-4-2,4-1-3-2,Benjamin Cortus,26,6,18.6,3,0,0,7,5,11.9,0,0,0,2021,SC Freiburg,18520000,14470000,0,0,0,0,0,0,0,0,73,74,73,72,74,75,75,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.09.2020 15:30,15
998,03.10.2020,Bundesliga,Matchweek 3,VfB Stuttgart,Sat,Home,D,1,1,0.8,1.5,48,1,1,1.5,0.8,52,9500,Gonzalo Castro,Charles Aránguiz,3-1-4-2,4-1-4-1,Robert Hartmann,12,2,21.6,1,0,0,15,6,16.8,0,0,0,2021,Bayer 04 Leverkusen,18520000,56200000,3,2,1.6,1.5,0.5,0.5,0.9,1,73,74,73,72,79,78,78,78,20.5,6.5,15.75,1.5,0,0,2.6,57,9,3.5,15.05,0,0,0,0.7,59,03.10.2020 15:30,15
999,23.10.2020,Bundesliga,Matchweek 5,VfB Stuttgart,Fri,Home,D,1,1,0.8,2.2,57,1,1,2.2,0.8,43,0,Gonzalo Castro,Timo Horn,03.04.2003,04.03.2003,Guido Winkmann,8,4,20.3,2,0,0,14,3,21.1,0,1,1,2021,FC Köln,18520000,29970000,2.25,1.25,1.45,1.75,1,2,1.7,0.25,73,74,73,72,74,74,74,72,15,4.25,18.3,1,0,0,1.825,49.75,10.5,3.75,16.5,0,0,0,1.525,45.75,23.10.2020 20:30,20
1000,07.11.2020,Bundesliga,Matchweek 7,VfB Stuttgart,Sat,Home,D,2,2,2,3.2,41,2,2,3.2,2,59,0,Gonzalo Castro,David Abraham,3-1-4-2,3-4-1-2,Sascha Stegemann,14,4,19.9,0,1,1,16,6,14.9,1,0,0,2021,Eintracht Frankfurt,18520000,35180000,1.25,0.75,1.35,1.5,1,2,1.675,1.25,73,74,73,72,77,79,77,75,11.5,3.75,20.7,0.75,0.25,0.25,1.125,49,13.75,4,15.775,0.5,0.25,0.25,1.8,55.5,07.11.2020 15:30,15
1001,28.11.2020,Bundesliga,Matchweek 9,VfB Stuttgart,Sat,Home,L,1,3,1.2,0.9,43,3,1,0.9,1.2,57,0,Gonzalo Castro,Manuel Neuer,03.04.2003,4-2-3-1,Harm Osmers,15,4,18.7,1,0,0,14,6,19.8,0,0,0,2021,FC Bayern München,18520000,224300000,1.75,1.75,1.925,1,2.75,1,1.275,2.5,73,74,73,72,84,92,85,82,15.75,5.75,19.3,0.5,0.5,0.5,1.5,52.25,13.75,5.25,16.825,0.25,0.25,0.25,1.775,60.5,28.11.2020 15:30,15
1002,15.12.2020,Bundesliga,Matchweek 12,VfB Stuttgart,Tue,Home,D,2,2,2,0.7,62,2,2,0.7,2,38,0,Gonzalo Castro,Christopher Trimmel,3-1-4-2,05.03.2002,Sascha Stegemann,14,5,13.2,0,0,0,15,5,18,0,0,0,2021,FC Union Berlin,18520000,17300000,2.75,2,1.05,1.75,1.75,2,1.1,1.25,73,74,73,72,73,75,72,73,16,6.5,18.425,0.5,0.5,0.5,2.025,43.75,9.75,3.5,18.675,0,0.25,0.5,1.45,40,15.12.2020 20:30,20
1003,02.01.2021,Bundesliga,Matchweek 14,VfB Stuttgart,Sat,Home,L,0,1,0.9,2.8,45,1,0,2.8,0.9,55,0,Gonzalo Castro,Marcel Sabitzer,04.03.2003,04.03.2003,Christian Dingert,10,1,15.6,0,0,0,21,7,17.6,0,0,1,2021,RB Leipzig,18520000,53870000,2.25,1.25,0.925,1.75,1.5,0.75,0.65,2,73,74,73,72,80,78,81,80,12.5,5.25,16.35,0.25,0.5,0.5,2.125,47.25,10.75,4.75,18.125,0,0.25,0.25,1.625,53.25,02.01.2021 20:30,20
1004,16.01.2021,Bundesliga,Matchweek 16,VfB Stuttgart,Sat,Home,D,2,2,2,1.4,60,2,2,1.4,2,40,0,Gonzalo Castro,Lars Stindl,03.05.2002,4-2-3-1,Felix Brych,18,5,16.8,0,1,1,7,4,19.8,0,1,1,2021,Borussia Mönchengladbach,18520000,48380000,1.5,1.25,1.475,1,2,1.75,1.6,1.75,73,74,73,72,79,78,79,80,14.5,4.25,14.875,0,0.25,0.25,1.9,54,13.25,4.5,19.525,0.75,0.5,0.5,1.75,49.75,16.01.2021 18:30,18
1005,29.01.2021,Bundesliga,Matchweek 19,VfB Stuttgart,Fri,Home,W,2,0,0.9,0.4,52,0,2,0.4,0.9,48,0,Gonzalo Castro,Danny Latza,03.04.2003,03.04.2003,Frank Willenborg,11,3,16.5,0,0,0,9,2,22.6,0,0,0,2021,FSV Mainz 05,18520000,19460000,1.75,2,1.375,1,1,1.75,1.8,1,73,74,73,72,73,72,73,73,19.25,6.25,18.775,0.25,0.5,0.75,2.5,60.5,8.75,2,17,0,0,0,0.975,34.75,29.01.2021 20:30,20
1006,13.02.2021,Bundesliga,Matchweek 21,VfB Stuttgart,Sat,Home,D,1,1,1,1.3,51,1,1,1.3,1,49,0,Wataru Endo,Niklas Stark,03.04.2003,04.03.2003,Harm Osmers,11,3,17.5,1,0,0,10,1,17.8,1,0,0,2021,Hertha BSC,18520000,37560000,1.25,2.5,1.9,0.75,0.5,2.75,1.75,0,73,74,73,72,76,77,76,75,14.5,5.25,17.85,0.5,0,0.25,1.775,55.5,12,5,18.675,0.75,0,0.5,1.45,50.5,13.02.2021 15:30,15
1007,27.02.2021,Bundesliga,Matchweek 23,VfB Stuttgart,Sat,Home,W,5,1,2.2,1.5,49,1,5,1.5,2.2,51,0,Gonzalo Castro,Sead Kolašinac,03.04.2003,4-2-3-1,Guido Winkmann,17,10,14.8,0,0,0,9,4,20.7,0,0,1,2021,Schalke 04,18520000,60620000,1.5,1.5,1.65,1.75,0.25,2,1.625,0.5,73,74,73,72,74,74,75,72,11,4,16.25,0.5,0,0,1.05,48.75,6.75,1,18.175,0.25,0,0,0.475,47,27.02.2021 15:30,15
1008,14.03.2021,Bundesliga,Matchweek 25,VfB Stuttgart,Sun,Home,W,2,0,0.9,1.2,43,0,2,1.2,0.9,57,0,Gonzalo Castro,Oliver Baumann,03.04.2003,3-4-1-2,Christian Dingert,7,4,22.8,0,0,0,16,5,18.7,1,0,0,2021,TSG Hoffenheim,18520000,42870000,2,0.75,1.275,2,2.25,1,1.3,2,73,74,73,72,76,75,77,76,11.25,4.25,16.825,0.25,0,0,1.075,47.25,12,4.5,16.575,0.75,0,0,1.825,47.5,14.03.2021 18:00,18
1009,04.04.2021,Bundesliga,Matchweek 27,VfB Stuttgart,Sun,Home,W,1,0,0.7,0.4,59,0,1,0.4,0.7,41,0,Gonzalo Castro,Theodor Gebre Selassie,03.04.2003,4-2-3-1,Felix Zwayer,14,3,17.7,0,0,0,10,2,23.3,0,0,0,2021,Werder Bremen,18520000,29900000,2,1.5,1.65,1.75,1.25,1.5,2.35,1,73,74,73,72,74,73,74,75,11,4.75,19.425,0.25,0,0,1.175,47.75,8.75,3.75,15.35,0,0,0,1.075,41.75,04.04.2021 15:30,15
1010,10.04.2021,Bundesliga,Matchweek 28,VfB Stuttgart,Sat,Home,L,2,3,1.7,1.1,49,3,2,1.1,1.7,51,0,Marc-Oliver Kempf,Marco Reus,03.04.2003,4-2-3-1,Robert Schröder,13,3,14.5,0,0,0,17,7,20.6,1,0,0,2021,Borussia Dortmund,18520000,90330000,1,1.25,1.375,1.75,1.75,2,1.525,1,73,74,73,72,81,87,81,81,10.25,3,20.15,0.25,0,0,0.8,50.25,12,4,18.725,0.75,0,0,1.6,54.75,10.04.2021 18:30,18
1011,21.04.2021,Bundesliga,Matchweek 30,VfB Stuttgart,Wed,Home,L,1,3,1.9,1.5,61,3,1,1.5,1.9,39,0,Wataru Endo,Koen Casteels,03.04.2003,4-2-3-1,Felix Brych,9,3,18.9,0,0,1,13,4,18,1,0,0,2021,VfL Wolfsburg,18520000,57870000,1,2.25,1.325,0.75,2,2,1.175,1.5,73,74,73,72,78,78,78,77,12,3,17.875,0.25,0,0,1.125,55.25,13.75,4.5,16.425,0,0,0,1.1,50.75,21.04.2021 20:30,20
1012,07.05.2021,Bundesliga,Matchweek 32,VfB Stuttgart,Fri,Home,W,2,1,1.7,2.2,57,1,2,2.2,1.7,43,0,Wataru Endo,Jeffrey Gouweleeuw,03.04.2003,04.04.2002,Manuel Gräfe,16,7,15.4,0,0,0,21,9,18.5,0,0,0,2021,FC Augsburg,18520000,22920000,1,2.5,1.9,0,0.5,1.5,1.175,0.25,73,74,73,72,74,73,74,74,8,2,14.35,0,0,0.25,1.175,50,12.25,3.75,17.175,0.5,0,0.25,1.375,50,07.05.2021 20:30,20
1013,22.05.2021,Bundesliga,Matchweek 34,VfB Stuttgart,Sat,Home,L,0,2,1,1.7,72,2,0,1.7,1,28,0,Gonzalo Castro,Fabian Klos,03.04.2003,4-1-4-1,Tobias Stieler,12,0,17.8,0,0,0,9,2,19.4,0,1,1,2021,DSC Arminia Bielefeld,18520000,9590000,1.25,1.75,1.95,1.5,0.5,1.5,1.5,1.25,73,74,73,72,72,72,72,71,9.25,4,15.125,0,0,0.25,1.075,50.5,13.75,5,18.975,1,0,0.25,1.35,39.5,22.05.2021 15:30,15
1014,14.08.2021,Bundesliga,Matchweek 1,VfB Stuttgart,Sat,Home,W,5,1,3,1.2,67,1,5,1.2,3,33,18109,Wataru Endo,Branimir Hrgota,03.04.2003,03.05.2002,Felix Zwayer,33,15,14.8,0,0,0,8,4,16.4,0,0,0,2022,SpVgg Greuther Fürth,14730000,12700000,0,0,0,0,0,0,0,0,74,74,74,74,71,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.08.2021 15:30,15
1015,28.08.2021,Bundesliga,Matchweek 3,VfB Stuttgart,Sat,Home,L,2,3,1.8,1.3,64,3,2,1.3,1.8,36,25000,Wataru Endo,Christian Günter,03.04.2003,04.04.2002,Frank Willenborg,17,7,19.2,1,0,0,15,7,16.1,0,0,0,2022,SC Freiburg,14730000,11180000,2.5,2.5,2.4,1.5,1,0.5,1,2,74,74,74,74,75,73,74,76,22,10,15.8,0,0,0,2.05,57.5,11,4.5,15.55,1,0,0,1.45,39.5,28.08.2021 15:30,15
1016,19.09.2021,Bundesliga,Matchweek 5,VfB Stuttgart,Sun,Home,L,1,3,1.6,1.4,64,3,1,1.4,1.6,36,23450,Wataru Endo,Lukáš Hrádecký,3-4-1-2,4-2-3-1,Benjamin Cortus,17,6,18.3,0,0,0,7,4,11.4,0,0,0,2022,Bayer 04 Leverkusen,14730000,47660000,2,2.25,1.8,1,3,1.5,1.45,1.75,74,74,74,74,79,83,79,78,17.5,7.5,16.425,0.5,0,0,1.7,55.25,13.25,4.75,17.725,0.5,0,0,1.35,53,19.09.2021 15:30,15
1017,02.10.2021,Bundesliga,Matchweek 7,VfB Stuttgart,Sat,Home,W,3,1,0.8,1,41,1,3,1,0.8,59,24211,Wataru Endo,Oliver Baumann,3-1-4-2,04.03.2003,Harm Osmers,14,6,16.9,0,0,0,13,4,17.2,0,0,0,2022,TSG Hoffenheim,14730000,40270000,1,1.75,1.15,0.5,1.25,1.5,1.5,1,74,74,74,74,77,78,76,76,12.75,4.75,19.025,0.75,0,0,1.15,56.5,11.5,2.75,14.025,0.75,0,0,1.375,53.25,02.10.2021 15:30,15
1018,24.10.2021,Bundesliga,Matchweek 9,VfB Stuttgart,Sun,Home,D,1,1,0.5,1,56,1,1,1,0.5,44,32595,Wataru Endo,Christopher Trimmel,3-1-4-2,03.05.2002,Florian Badstübner,8,2,16.6,0,0,0,12,3,17.9,0,0,0,2022,FC Union Berlin,14730000,19780000,1.25,1.25,1.45,1.25,1.75,1.25,1,2.25,74,74,74,74,73,74,73,74,11,4.25,19.95,0.25,0,0,0.75,50.5,11.5,3.5,16.275,0.5,0.25,0.25,1.275,44.5,24.10.2021 17:30,17
1019,06.11.2021,Bundesliga,Matchweek 11,VfB Stuttgart,Sat,Home,L,0,1,0.9,1.7,66,1,0,1.7,0.9,34,33550,Wataru Endo,Manuel Prietl,3-4-1-2,4-2-3-1,Christian Dingert,9,3,19.5,0,0,0,15,3,23.5,0,0,0,2022,DSC Arminia Bielefeld,14730000,9880000,1.5,1.75,1.675,1.25,0.75,2.5,2.15,0.25,74,74,74,74,72,71,72,73,10,3.25,17.575,0.25,0,0,0.625,51.25,12.25,3.75,22.45,0.25,0.25,0.25,0.675,41,06.11.2021 15:30,15
1020,26.11.2021,Bundesliga,Matchweek 13,VfB Stuttgart,Fri,Home,W,2,1,0.3,0.8,45,1,2,0.8,0.3,55,25000,Wataru Endo,Moussa Niakhate,03.04.2003,03.05.2002,Matthias Jöllenbeck,7,3,20,0,0,0,18,5,21.2,1,0,0,2022,FSV Mainz 05,14730000,17180000,0.75,2,1.75,0.25,2,1,1.325,2,74,74,74,74,74,74,74,75,10.75,3,17.35,0.25,0,0,0.975,56.25,16.75,5.75,16.55,0.5,0,0,2.025,49,26.11.2021 20:30,20
1021,05.12.2021,Bundesliga,Matchweek 14,VfB Stuttgart,Sun,Home,D,2,2,1.4,1.3,54,2,2,1.3,1.4,46,395,Wataru Endo,Dedryck Boyata,03.05.2002,04.04.2002,Benjamin Brand,10,3,17.6,0,0,0,15,6,18.4,1,0,0,2022,Hertha BSC,14730000,31800000,1,2,1.7,0.75,0.5,1.5,1.15,0.5,74,74,74,74,74,74,75,74,10.5,3.25,18.2,0.25,0,0,0.925,53.5,10,3.25,18.575,0.5,0,0,0.8,50.5,05.12.2021 15:30,15
1022,14.12.2021,Bundesliga,Matchweek 16,VfB Stuttgart,Tue,Home,L,0,5,1.2,3.5,44,5,0,3.5,1.2,56,750,Wataru Endo,Manuel Neuer,3-1-4-2,4-2-3-1,Robert Schröder,13,1,18.7,1,0,0,25,12,16.7,0,0,0,2022,FC Bayern München,14730000,237110000,1.75,1.25,1.45,1.75,1.75,1.25,0.675,2.25,74,74,74,74,84,92,85,82,10,3.25,19.35,0,0,0.25,1.125,45.5,19,6.25,17.6,0.75,0.25,0.25,2.025,67,14.12.2021 18:30,18
1023,15.01.2022,Bundesliga,Matchweek 19,VfB Stuttgart,Sat,Home,L,0,2,1,1.5,51,2,0,1.5,1,49,500,Wataru Endo,Péter Gulácsi,03.04.2003,03.04.2003,Daniel Schlager,16,8,16.3,0,0,0,6,2,18.8,0,1,1,2022,RB Leipzig,14730000,52400000,0.5,1.5,1.975,1,2.25,1.25,0.875,1.75,74,74,74,74,80,82,81,79,11.25,1.75,17.775,0.5,0,0.25,1.175,50.25,15.5,5.5,14.9,0.75,0.25,0.25,2.85,66.5,15.01.2022 15:30,15
1024,05.02.2022,Bundesliga,Matchweek 21,VfB Stuttgart,Sat,Home,L,2,3,1.5,1.1,52,3,2,1.1,1.5,48,10000,Wataru Endo,Sebastian Rode,04.04.2002,03.05.2002,Sascha Stegemann,15,5,13.9,0,0,0,15,6,15.3,0,0,0,2022,Eintracht Frankfurt,14730000,35850000,0,1.25,1.5,0.25,1,1.5,1.225,1,74,74,74,74,76,76,77,75,11,3,16.325,0.25,0,0,0.9,52.75,14.5,5,16.35,0.5,0,0,1.925,51.5,05.02.2022 15:30,15
1025,19.02.2022,Bundesliga,Matchweek 23,VfB Stuttgart,Sat,Home,D,1,1,1.2,2,55,1,1,2,1.2,45,20059,Wataru Endo,Anthony Losilla,04.03.2003,04.03.2003,Harm Osmers,16,7,20.9,0,0,0,11,3,22.4,0,1,1,2022,VfL Bochum 1848,14730000,13510000,1,2.75,1.525,0,1.75,1.5,1.275,1.25,74,74,74,74,72,72,71,73,11.25,4.5,15.725,0,0,0,0.95,46,12,4.5,17.525,0,0.25,0.5,1.45,46.25,19.02.2022 15:30,15
1026,05.03.2022,Bundesliga,Matchweek 25,VfB Stuttgart,Sat,Home,W,3,2,2.4,0.9,57,2,3,0.9,2.4,43,25000,Wataru Endo,Yann Sommer,04.03.2003,04.03.2003,Christian Dingert,19,7,15.9,1,0,0,8,3,13.6,0,0,0,2022,Borussia Mönchengladbach,14730000,45180000,1.5,2.5,1.9,0.25,1.5,2.75,1.825,1.25,74,74,74,74,78,78,77,79,13,5,16.175,0,0,0,1.35,45.75,17.25,5.75,15.125,0.25,0,0,1.925,58.5,05.03.2022 18:30,18
1027,19.03.2022,Bundesliga,Matchweek 27,VfB Stuttgart,Sat,Home,W,3,2,2.2,1,64,2,3,1,2.2,36,55785,Wataru Endo,Jeffrey Gouweleeuw,04.03.2003,03.04.2003,Patrick Ittrich,24,8,18.3,2,0,0,10,4,17.4,0,0,0,2022,FC Augsburg,14730000,24000000,1.5,1.5,1.75,1.25,1.25,1.5,1.3,1,74,74,74,74,74,73,74,74,14.75,5.25,17.725,0.25,0,0,1.575,53.25,11.75,3.5,16.025,0,0,0,1,45.75,19.03.2022 15:30,15
1028,08.04.2022,Bundesliga,Matchweek 29,VfB Stuttgart,Fri,Home,L,0,2,1.7,1.9,42,2,0,1.9,1.7,58,58248,Wataru Endo,Marco Reus,04.03.2003,4-2-3-1,Harm Osmers,13,2,15.9,0,0,0,12,4,17.3,0,0,0,2022,Borussia Dortmund,14730000,90190000,2,1.5,1.1,2,1,1.25,0.95,1.75,74,74,74,74,81,83,81,81,17,5.25,17.425,0.75,0.25,0.25,1.95,56,12.25,3,16.825,0.75,0,0,1.175,57,08.04.2022 20:30,20
1029,30.04.2022,Bundesliga,Matchweek 32,VfB Stuttgart,Sat,Home,D,1,1,0.8,1.4,57,1,1,1.4,0.8,43,55000,Wataru Endo,Koen Casteels,03.04.2003,04.03.2003,Sven Jablonski,19,5,18.9,0,0,0,15,5,19.9,1,0,0,2022,VfL Wolfsburg,14730000,61530000,0.25,1.25,1.225,0.5,2.5,2.25,1.425,1.5,74,74,74,74,77,77,78,76,11.25,3.25,18.925,0.25,0.25,0.25,1.3,50,13.25,5.5,16.575,0.5,0.25,0.25,2.075,53.5,30.04.2022 15:30,15
1030,14.05.2022,Bundesliga,Matchweek 34,VfB Stuttgart,Sat,Home,W,2,1,3.9,1.2,34,1,2,1.2,3.9,66,52230,Wataru Endo,Jonas Hector,04.03.2003,4-2-3-1,Robert Schröder,23,11,15.8,0,0,1,13,2,15.9,0,0,0,2022,FC Köln,14730000,28560000,0.75,1.25,1.5,0.75,2.5,1,1.225,2.25,74,74,74,74,75,76,75,74,13,4.5,19.775,0.25,0,0,0.9,48.25,17.5,6.75,15.525,0.5,0.25,0.25,1.925,52.75,14.05.2022 15:30,15
1031,07.08.2022,Bundesliga,Matchweek 1,VfB Stuttgart,Sun,Home,D,1,1,0.8,1.6,33,1,1,1.6,0.8,67,46000,Wataru Endo,Péter Gulácsi,03.05.2002,3-4-1-2,Tobias Stieler,11,2,22,0,0,0,28,9,19.4,0,0,0,2023,RB Leipzig,16100000,93420000,0,0,0,0,0,0,0,0,74,72,75,75,81,83,81,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07.08.2022 15:30,15
1032,20.08.2022,Bundesliga,Matchweek 3,VfB Stuttgart,Sat,Home,L,0,1,0.9,0.6,60,1,0,0.6,0.9,40,47500,Wataru Endo,Christian Günter,03.04.2003,4-2-3-1,Felix Brych,17,4,16.9,0,0,0,9,3,22,0,0,0,2023,SC Freiburg,16100000,19590000,1.5,1.5,1.05,1,2.5,1.5,0.9,1.5,74,72,75,75,76,76,76,77,12.5,4.5,21.3,0,0,0,1.1,38,17,7,18.95,1,0,0,1.1,43,20.08.2022 15:30,15
